source_id,source_type,source_ref_id,title,url,published_at,fetched_at,content_format,content_hash,content_text,content_preview,notes
note:note-nab8d74ad1a56,note_article,note-nab8d74ad1a56,ターゲットNo.102対戦カード,https://note.com/xyz1090/n/nab8d74ad1a56,,2026-05-28T12:51:47+00:00,plain_text,1d5a0ce312af6ff7f45ed36e4a9cd4fefaeca9214398a001ebecdeb33e841f0d,"ターゲットNo.102対戦カード｜アラカク通信のーと
投稿
ログイン
会員登録
ターゲットNo.102対戦カード
2
アラカク通信のーと
2026年1月3日 05:58
ターゲットNo.102対戦カード
☆ライト級ワンマッチ
🟥きたむら
31歳 170cm VKデリンジャー
【20勝6敗】
🆚
🟦つくりはら
26歳 174cm バトン柔術
【6勝2敗】
☆ミドル級ワンマッチ
🟥シガー・ユーナイム
32歳 190cm ワンデイジム
【3勝2敗】
🆚
🟦ザモン
28歳 181cm エキサイトクラス
【1勝2敗】
☆ミドル級ワンマッチ
🟥ミハエル・ボタルニカ
38歳 188cm レ・ジェンド
【4勝4敗】
🆚
🟦オーロラデビル
24歳 188cm デビル軍
【1勝0敗】
☆ミドル級ワンマッチ
🟥サム・ラッシュ
24歳 184cm ターゲットＰＪ
【1勝1敗】
🆚
🟦わしかが
21歳 190cm はっとり道場
【メジャーデビュー戦】
☆ミドル級ワンマッチ
🟥かぜの
27歳 185cm 日本MMAチーム
【0勝1敗】
🆚
🟦こだま
25歳 187cm チームジャパン
【メジャーデビュー戦】
ダウンロード
copy
いいなと思ったら応援しよう！
チップで応援する
#格闘技
#MMA
#架空
#クロコップ
#アラカク
#荒木
#あらかく
2
アラカク通信のーと
フォロー
ケイダッシュステージ所属クロコップ荒木好之
アラカク通信
トップ
スポーツ
武術・格闘技
noteプレミアム
note pro
ヘルプ
プライバシー
クリエイターへのお問い合わせ
フィードバック
ご利用規約
通常ポイント利用特約
加盟店規約
資金決済法に基づく表示
特商法表記
投資情報の免責事項","ターゲットNo.102対戦カード｜アラカク通信のーと
投稿
ログイン
会員登録
ターゲットNo.102対戦カード
2
アラカク通信のーと
2026年1月3日 05:58
ターゲットNo.102対戦カード
☆ライト級ワンマッチ
🟥きたむら
31歳 170cm VKデリンジャー
【20勝6敗】
🆚
🟦つくりはら
26歳 174cm バトン柔術
【6勝2敗】
☆ミドル級ワンマッチ
🟥シガー・ユーナイム
32歳 190cm ワンデイジム
【3勝2敗】
🆚
🟦ザモン
28歳 181cm エキサイトクラス
【1勝2敗】
☆ミドル級ワンマッチ
🟥ミハエル・ボタルニカ
38歳 188cm レ・ジェンド
【4勝",Imported from cached note HTML.
note:note-nac5b58ff480e,note_article,note-nac5b58ff480e,第7回MAXバウトライト級GP二回戦Ｂブロック対戦カード,https://note.com/xyz1090/n/nac5b58ff480e,,2026-05-28T12:51:47+00:00,plain_text,3e41c4c69cbea6618af812767a59b5efcd9d57b1010388690be0cf173c2768cd,"第7回MAXバウトライト級GP二回戦Ｂブロック対戦カード｜アラカク通信のーと
投稿
ログイン
会員登録
第7回MAXバウトライト級GP二回戦Ｂブロック対戦カード
3
アラカク通信のーと
2024年12月12日 09:34
第7回MAXバウトライト級GP二回戦Ｂブロック
🚨①名前②キャッチコピー
③年齢④身長⑤所属ジム
⑥メジャー戦績⑦主戦団体⑧白グローブ出場回数⑨タイトル⑩戦いたい相手
☆Ｂブロック第一試合
🟥①コルト・アプロー
②連覇を狙うホワイトバイパー
③39歳④175cm⑤マジシャンズ
⑥【21勝12敗】⑦エンペラー⑧5回目
⑨元エンペラーライト級王者
第6回 MAXバウトライト級トーナメント優勝
⑩ランダーデビル
🆚
🟦①ブルーワン
②皇帝ビッグウェーブ
③28歳④178cm⑤エキサイトクラス
⑥【17勝5敗】⑦エンペラー⑧5回目
⑨現エンペラーライト級王者
⑩イスカン・アステ
☆Ｂブロック第二試合
🟥①ダブド・ガブリシャン
②タックルパンツァー
③27歳④175cm⑤ブラックタワー
⑥【5勝1敗】⑦M・H⑧1回目
⑨元バイオショットライト級王者
⑩マルコフレイザー
🆚
🟦①ローリングJr.
②人間断頭台
③28歳④186cm⑤チームハーツ
⑥【5勝2敗】⑦M・H⑧2回目
⑨元ネオマーキーズライト級王者
⑩ランダーデビル
ダウンロード
copy
いいなと思ったら応援しよう！
チップで応援する
#格闘技
#MMA
#架空
#クロコップ
#アラカク
#荒木
#あらかく
3
アラカク通信のーと
フォロー
ケイダッシュステージ所属クロコップ荒木好之
アラカク通信
トップ
スポーツ
武術・格闘技
noteプレミアム
note pro
ヘルプ
プライバシー
クリエイターへのお問い合わせ
フィードバック
ご利用規約
通常ポイント利用特約
加盟店規約
資金決済法に基づく表示
特商法表記
投資情報の免責事項","第7回MAXバウトライト級GP二回戦Ｂブロック対戦カード｜アラカク通信のーと
投稿
ログイン
会員登録
第7回MAXバウトライト級GP二回戦Ｂブロック対戦カード
3
アラカク通信のーと
2024年12月12日 09:34
第7回MAXバウトライト級GP二回戦Ｂブロック
🚨①名前②キャッチコピー
③年齢④身長⑤所属ジム
⑥メジャー戦績⑦主戦団体⑧白グローブ出場回数⑨タイトル⑩戦いたい相手
☆Ｂブロック第一試合
🟥①コルト・アプロー
②連覇を狙うホワイトバイパー
③39歳④175cm⑤マジシャンズ
⑥【21勝12敗】⑦エンペラー⑧5回目
⑨元エンペラーライト級王者
第6回 MAXバウトライト級トー",Imported from cached note HTML.
note:note-nadf56e116c17,note_article,note-nadf56e116c17,マウンテン・ヒーローズNo.36試合結果,https://note.com/xyz1090/n/nadf56e116c17,,2026-05-28T12:51:47+00:00,plain_text,ccd5d200754ca8ed9de1eb9e93215c15163c5269d409bcb9598f91e9427a9579,"マウンテン・ヒーローズNo.36試合結果｜アラカク通信のーと
投稿
ログイン
会員登録
マウンテン・ヒーローズNo.36試合結果
1
アラカク通信のーと
2025年5月31日 07:06
マウンテン・ヒーローズNo.36試合結果
☆ミドル級ワンマッチ
○ゼット【12勝6敗】
🆚
●ヘル・ラッサー【0勝3敗】
（3R3分13秒ＫＯ 左ハイキック）
☆ミドル級ワンマッチ
●トルー・パルドレス【4勝5敗】
🆚
○オーシューワイルド【1勝0敗】
（1R 3分54秒ＫＯ 左フック→パウンド）
☆ミドル級ワンマッチ
●シェーン・ロブソン【0勝1敗】
🆚
○ラドフ【1勝0敗】
（1R1分20秒ＫＯ 左フック）
☆ライト級ワンマッチ
○さんごく【8勝3敗】
🆚
●キマイラ【6勝7敗】
（1R3分20秒ＫＯ 右フック）
ダウンロード
copy
いいなと思ったら応援しよう！
チップで応援する
#格闘技
#架空
#クロコップ
#アラカク
#荒木
#あらかく
1
アラカク通信のーと
フォロー
ケイダッシュステージ所属クロコップ荒木好之
アラカク通信
トップ
スポーツ
武術・格闘技
noteプレミアム
note pro
ヘルプ
プライバシー
クリエイターへのお問い合わせ
フィードバック
ご利用規約
通常ポイント利用特約
加盟店規約
資金決済法に基づく表示
特商法表記
投資情報の免責事項","マウンテン・ヒーローズNo.36試合結果｜アラカク通信のーと
投稿
ログイン
会員登録
マウンテン・ヒーローズNo.36試合結果
1
アラカク通信のーと
2025年5月31日 07:06
マウンテン・ヒーローズNo.36試合結果
☆ミドル級ワンマッチ
○ゼット【12勝6敗】
🆚
●ヘル・ラッサー【0勝3敗】
（3R3分13秒ＫＯ 左ハイキック）
☆ミドル級ワンマッチ
●トルー・パルドレス【4勝5敗】
🆚
○オーシューワイルド【1勝0敗】
（1R 3分54秒ＫＯ 左フック→パウンド）
☆ミドル級ワンマッチ
●シェーン・ロブソン【0勝1敗】
🆚
○ラドフ【1勝0敗】
（1R1分20秒ＫＯ 左フック",Imported from cached note HTML.
note:note-nb2d5ed6ff53e,note_article,note-nb2d5ed6ff53e,第５回MAXバウトミドル級トーナメント【決勝】,https://note.com/xyz1090/n/nb2d5ed6ff53e,,2026-05-28T12:51:47+00:00,plain_text,8cb4c5dac21abe0c7e0e3ddcd0c29b451dcf0ec586a65e0dd1e90ff562224c47,"第５回MAXバウトミドル級トーナメント【決勝】｜アラカク通信のーと
投稿
ログイン
会員登録
第５回MAXバウトミドル級トーナメント【決勝】
3
アラカク通信のーと
2023年3月30日 23:23
☆決勝
🟦①ミサ・ウィル・ジョー
②ラスボス
③36歳④185cm⑤ミサイル・ジョー
⑥【13勝1敗】⑦エンペラー⑧2回目
⑨元キングプロレスヘビー級王者
現エンペラーミドル級王者
第4回MAXバウトミドル級トーナメント優勝
⑩ブレード・アロー
🆚
🟥①テール・ジャンク
②Unknown
③ 31歳 ④186cm ⑤Sジム
⑥【24勝2敗】⑦M・H⑧4回目
⑨現M・Hミドル級王者
第2回、第3回MAXバウトミドル級トーナメント優勝
⑩ミサ・ウィル・ジョー
🚨①名前②キャッチコピー
③年齢④身長⑤所属ジム
⑥メジャー戦績⑦主戦団体⑧白グローブ出場回数
⑨タイトル⑩戦いたい相手
ダウンロード
copy
いいなと思ったら応援しよう！
チップで応援する
#架空
#クロコップ
#アラカク
#ARAKAKU
#家格
#一人格闘技
3
アラカク通信のーと
フォロー
ケイダッシュステージ所属クロコップ荒木好之
アラカク通信
トップ
スポーツ
武術・格闘技
noteプレミアム
note pro
ヘルプ
プライバシー
クリエイターへのお問い合わせ
フィードバック
ご利用規約
通常ポイント利用特約
加盟店規約
資金決済法に基づく表示
特商法表記
投資情報の免責事項","第５回MAXバウトミドル級トーナメント【決勝】｜アラカク通信のーと
投稿
ログイン
会員登録
第５回MAXバウトミドル級トーナメント【決勝】
3
アラカク通信のーと
2023年3月30日 23:23
☆決勝
🟦①ミサ・ウィル・ジョー
②ラスボス
③36歳④185cm⑤ミサイル・ジョー
⑥【13勝1敗】⑦エンペラー⑧2回目
⑨元キングプロレスヘビー級王者
現エンペラーミドル級王者
第4回MAXバウトミドル級トーナメント優勝
⑩ブレード・アロー
🆚
🟥①テール・ジャンク
②Unknown
③ 31歳 ④186cm ⑤Sジム
⑥【24勝2敗】⑦M・H⑧4回目
⑨現M・Hミドル級王者
第2回、第3回M",Imported from cached note HTML.
note:note-nb7b4be41c85c,note_article,note-nb7b4be41c85c,マウンテン・ヒーローズNo.28 & ターゲットNo.91 エンペラーNo.112合同大会　~ライト級祭り~,https://note.com/xyz1090/n/nb7b4be41c85c,,2026-05-28T12:51:47+00:00,plain_text,48fe927e96da68e926d75f263d1e4556b17ecba34d70a09c4616818804e505b1,"マウンテン・ヒーローズNo.28 & ターゲットNo.91 エンペラーNo.112合同大会 ~ライト級祭り~｜アラカク通信のーと
投稿
ログイン
会員登録
マウンテン・ヒーローズNo.28 & ターゲットNo.91 エンペラーNo.112合同大会 ~ライト級祭り~
5
アラカク通信のーと
2022年10月5日 10:41
マウンテン・ヒーローズNo.28 & ターゲットNo.91 エンペラーNo.112合同大会 ~ライト級祭り~
🔥マウンテン・ヒーローズ🔥
☆ストライン・カーン引退試合
ライト級ワンマッチ
🟥ストライン・カーン
46歳 173cm チームストライン
【30勝18敗】
🆚
🟦 アイス・トロン
45歳 173cm パーフェクトジム
【44勝13敗】
☆ライト級ワンマッチ
🟥くわしお
29歳 172cm カイザーファイトチーム
【8勝5敗】
🆚
🟦ローリングjr
26歳 186cm チームハーツ
【0勝1敗】（M・Hはデビュー戦）
☆ライト級ワンマッチ
🟥キマイラ
24歳 170cm チームボイス
【3勝3敗】
🆚
🟦かわかみ
31歳 178cm 日本柔術協会
【メジャーデビュー戦】
元アルバトロスライト級王者
🔥ターゲットNo.91🔥
☆ライト級ワンマッチ
🟥きたむら
28歳170cm vkデリンジャー
【15勝4敗】
🆚
🟦ワインセル
30歳 165cm ワインセルジム
【7勝6敗】
🔥エンペラーNo.112🔥
☆ライト級タイトルマッチ
🟥👑マルコ・フレイザー
30歳 170cm ユーリンジム
【5勝1敗】
🆚
🟦コルト・アプロー
37歳 175cm マジシャンズA
【18勝10敗】
ダウンロード
copy
いいなと思ったら応援しよう！
チップで応援する
#格闘技
#架空
#クロコップ
#アラカク
#荒木
#ARAKAKU
#家格
#一人格闘技
5
アラカク通信のーと
フォロー
ケイダッシュステージ所属クロコップ荒木好之
アラカク通信
トップ
スポーツ
武術・格闘技
noteプレミアム
note pro
ヘルプ
プライバシー
クリエイターへのお問い合わせ
フィードバック
ご利用規約
通常ポイント利用特約
加盟店規約
資金決済法に基づく表示
特商法表記
投資情報の免責事項","マウンテン・ヒーローズNo.28 & ターゲットNo.91 エンペラーNo.112合同大会 ~ライト級祭り~｜アラカク通信のーと
投稿
ログイン
会員登録
マウンテン・ヒーローズNo.28 & ターゲットNo.91 エンペラーNo.112合同大会 ~ライト級祭り~
5
アラカク通信のーと
2022年10月5日 10:41
マウンテン・ヒーローズNo.28 & ターゲットNo.91 エンペラーNo.112合同大会 ~ライト級祭り~
🔥マウンテン・ヒーローズ🔥
☆ストライン・カーン引退試合
ライト級ワンマッチ
🟥ストライン・カーン
46歳 173cm チームストライン
【30勝18敗】
🆚
🟦 ア",Imported from cached note HTML.
note:note-nbc890e143fa9,note_article,note-nbc890e143fa9,マウンテン・ヒーローズNo.35試合結果,https://note.com/xyz1090/n/nbc890e143fa9,,2026-05-28T12:51:47+00:00,plain_text,fc66315e4b775fda8522cf6fea85dd5fd9e18c30db13c3a8f52d7ffcf06e015b,"マウンテン・ヒーローズNo.35試合結果｜アラカク通信のーと
投稿
ログイン
会員登録
マウンテン・ヒーローズNo.35試合結果
4
アラカク通信のーと
2024年12月4日 06:34
マウンテン・ヒーローズNo.35
☆ミドル級ワンマッチ
○らんちゃーすがや【6勝1敗】
🆚
●あかそ【0勝1敗】
（1R4分19秒ＫＯ 左フック）
☆ミドル級ワンマッチ
○クロノ・マリーケン【9勝8敗】
🆚
●おおわださーべる【0勝1敗】
（1R2分26秒ＫＯ 左フック→パウンド）
☆ライト級ワンマッチ
○ムラト・クツワ【2勝2敗】
🆚
●かわかみ【0勝4敗】
（3R終了 判定2-1）
ダウンロード
copy
いいなと思ったら応援しよう！
チップで応援する
#格闘技
#MMA
#架空
#クロコップ
#アラカク
#荒木
#あらかく
4
アラカク通信のーと
フォロー
ケイダッシュステージ所属クロコップ荒木好之
アラカク通信
トップ
スポーツ
武術・格闘技
noteプレミアム
note pro
ヘルプ
プライバシー
クリエイターへのお問い合わせ
フィードバック
ご利用規約
通常ポイント利用特約
加盟店規約
資金決済法に基づく表示
特商法表記
投資情報の免責事項","マウンテン・ヒーローズNo.35試合結果｜アラカク通信のーと
投稿
ログイン
会員登録
マウンテン・ヒーローズNo.35試合結果
4
アラカク通信のーと
2024年12月4日 06:34
マウンテン・ヒーローズNo.35
☆ミドル級ワンマッチ
○らんちゃーすがや【6勝1敗】
🆚
●あかそ【0勝1敗】
（1R4分19秒ＫＯ 左フック）
☆ミドル級ワンマッチ
○クロノ・マリーケン【9勝8敗】
🆚
●おおわださーべる【0勝1敗】
（1R2分26秒ＫＯ 左フック→パウンド）
☆ライト級ワンマッチ
○ムラト・クツワ【2勝2敗】
🆚
●かわかみ【0勝4敗】
（3R終了 判定2-1）
ダウンロード
copy",Imported from cached note HTML.
note:note-nbc9d3618e052,note_article,note-nbc9d3618e052,ターゲットNo.102試合結果,https://note.com/xyz1090/n/nbc9d3618e052,,2026-05-28T12:51:47+00:00,plain_text,8e2e6bfb8109cd4e9aaeb2e44201b9bd130a07071a92c96e2902cc48d23b4de4,"ターゲットNo.102試合結果｜アラカク通信のーと
投稿
ログイン
会員登録
ターゲットNo.102試合結果
3
アラカク通信のーと
2026年1月11日 22:36
ターゲットNo.102試合結果
☆ライト級ワンマッチ
●きたむら【20勝7敗】
🆚
○つくりはら【7勝2敗】
（1R1分59秒 ヒールホールド）
☆ミドル級ワンマッチ
●シガー・ユーナイム【3勝3敗】
🆚
🟦ザモン【2勝2敗】
（3R3分10秒KO 下からの蹴り上げ→パウンド）
☆ミドル級ワンマッチ
🟥ミハエル・ボタルニカ【4勝5敗】
🆚
○オーロラデビル【2勝0敗】
（2R0分59秒 ダースチョーク）
☆ミドル級ワンマッチ
●サム・ラッシュ【1勝2敗】
🆚
○わしかが【1勝0敗】
（1R2分12秒 V1アームロック）
☆ミドル級ワンマッチ
●かぜの【0勝2敗】
🆚
○こだま【1勝0敗】
（1R3分53秒 ギロチンチョーク）
ダウンロード
copy
いいなと思ったら応援しよう！
チップで応援する
#格闘技
#MMA
#クロコップ
#アラカク
#荒木
#あらかく
3
アラカク通信のーと
フォロー
ケイダッシュステージ所属クロコップ荒木好之
アラカク通信
トップ
スポーツ
武術・格闘技
noteプレミアム
note pro
ヘルプ
プライバシー
クリエイターへのお問い合わせ
フィードバック
ご利用規約
通常ポイント利用特約
加盟店規約
資金決済法に基づく表示
特商法表記
投資情報の免責事項","ターゲットNo.102試合結果｜アラカク通信のーと
投稿
ログイン
会員登録
ターゲットNo.102試合結果
3
アラカク通信のーと
2026年1月11日 22:36
ターゲットNo.102試合結果
☆ライト級ワンマッチ
●きたむら【20勝7敗】
🆚
○つくりはら【7勝2敗】
（1R1分59秒 ヒールホールド）
☆ミドル級ワンマッチ
●シガー・ユーナイム【3勝3敗】
🆚
🟦ザモン【2勝2敗】
（3R3分10秒KO 下からの蹴り上げ→パウンド）
☆ミドル級ワンマッチ
🟥ミハエル・ボタルニカ【4勝5敗】
🆚
○オーロラデビル【2勝0敗】
（2R0分59秒 ダースチョーク）
☆ミドル級ワンマッチ
●",Imported from cached note HTML.
note:note-nc14b0906fad4,note_article,note-nc14b0906fad4,おめでとうございます🎉㊗️🎊🎂,https://note.com/xyz1090/n/nc14b0906fad4,,2026-05-28T12:51:47+00:00,plain_text,13ccf2fc2cea9d6223129900848504f241d483e25223f1da1a75dbb734aecf38,"おめでとうございます🎉㊗️🎊🎂｜アラカク通信のーと
投稿
ログイン
会員登録
おめでとうございます🎉㊗️🎊🎂
12
アラカク通信のーと
2025年7月15日 00:23
2025年7月15日
選手全員の誕生日です！！
ダウンロード
copy
いいなと思ったら応援しよう！
チップで応援する
#格闘技
#架空
#クロコップ
#アラカク
#荒木
#あらかく
12
アラカク通信のーと
フォロー
ケイダッシュステージ所属クロコップ荒木好之
アラカク通信
トップ
スポーツ
武術・格闘技
noteプレミアム
note pro
ヘルプ
プライバシー
クリエイターへのお問い合わせ
フィードバック
ご利用規約
通常ポイント利用特約
加盟店規約
資金決済法に基づく表示
特商法表記
投資情報の免責事項","おめでとうございます🎉㊗️🎊🎂｜アラカク通信のーと
投稿
ログイン
会員登録
おめでとうございます🎉㊗️🎊🎂
12
アラカク通信のーと
2025年7月15日 00:23
2025年7月15日
選手全員の誕生日です！！
ダウンロード
copy
いいなと思ったら応援しよう！
チップで応援する
#格闘技
#架空
#クロコップ
#アラカク
#荒木
#あらかく
12
アラカク通信のーと
フォロー
ケイダッシュステージ所属クロコップ荒木好之
アラカク通信
トップ
スポーツ
武術・格闘技
noteプレミアム
note pro
ヘルプ
プライバシー
クリエイターへのお問い合わせ
フィードバック
ご利用規約
通",Imported from cached note HTML.
note:note-nc257025df66a,note_article,note-nc257025df66a,マウンテン・ヒーローズNo.40試合結果,https://note.com/xyz1090/n/nc257025df66a,,2026-05-28T12:51:47+00:00,plain_text,ff42b2e9796a5125570f4d32c3f287d632b0121f6d7808ed7bb2133988cec707,"マウンテン・ヒーローズNo.40試合結果｜アラカク通信のーと
投稿
ログイン
会員登録
マウンテン・ヒーローズNo.40試合結果
1
アラカク通信のーと
2026年5月2日 03:02
マウンテン・ヒーローズNo.40
☆ミドル級ワンマッチ
○タイプ・ジー【3勝0敗】
🆚
●ヘル・ラッサー【1勝4敗】
（1R1分35秒KO パウンド連打）
☆ミドル級ワンマッチ
○オーシューワイルド【3勝1敗】
🆚
●ぱいそんはやし【1勝2敗】
（3R1分10秒KO 左フック→パウンド）
☆ミドル級ワンマッチ
○ライン・デュオ【3勝3敗】
🆚
●ジャニマード・トスパチ【1勝1敗】
（1R1分16秒KO 三日月蹴り）
☆ミドル級ワンマッチ
●ローリングJr.【5勝5敗】
🆚
○トワックデビル【2勝3敗】
（2R1分42秒 トライアングルチョーク）
ダウンロード
copy
いいなと思ったら応援しよう！
チップで応援する
#格闘技
#MMA
#架空
#クロコップ
#アラカク
#荒木
#あらかく
1
アラカク通信のーと
フォロー
ケイダッシュステージ所属クロコップ荒木好之
アラカク通信
トップ
スポーツ
武術・格闘技
noteプレミアム
note pro
ヘルプ
プライバシー
クリエイターへのお問い合わせ
フィードバック
ご利用規約
通常ポイント利用特約
加盟店規約
資金決済法に基づく表示
特商法表記
投資情報の免責事項","マウンテン・ヒーローズNo.40試合結果｜アラカク通信のーと
投稿
ログイン
会員登録
マウンテン・ヒーローズNo.40試合結果
1
アラカク通信のーと
2026年5月2日 03:02
マウンテン・ヒーローズNo.40
☆ミドル級ワンマッチ
○タイプ・ジー【3勝0敗】
🆚
●ヘル・ラッサー【1勝4敗】
（1R1分35秒KO パウンド連打）
☆ミドル級ワンマッチ
○オーシューワイルド【3勝1敗】
🆚
●ぱいそんはやし【1勝2敗】
（3R1分10秒KO 左フック→パウンド）
☆ミドル級ワンマッチ
○ライン・デュオ【3勝3敗】
🆚
●ジャニマード・トスパチ【1勝1敗】
（1R1分16秒KO 三日月蹴",Imported from cached note HTML.
note:note-nc8662072da97,note_article,note-nc8662072da97,第5回MAXバウトミドル級ＧＰ一回戦Aグループ,https://note.com/xyz1090/n/nc8662072da97,,2026-05-28T12:51:47+00:00,plain_text,8473f5a204d04dc4741247fb68eae53ea6de7d74933ac367f2332344b576f352,"第5回MAXバウトミドル級ＧＰ一回戦Aグループ｜アラカク通信のーと
投稿
ログイン
会員登録
第5回MAXバウトミドル級ＧＰ一回戦Aグループ
1
アラカク通信のーと
2022年7月23日 04:50
第5回MAXバウトミドル級ＧＰ
1回戦Aグループ
🚨①名前②キャッチコピー
③年齢④身長⑤所属ジム
⑥メジャー戦績⑦主戦団体⑧白グローブ出場回数
⑨タイトル⑩戦いたい相手
☆第一試合
①ミサ・ウィル・ジョー
②ラスボス
③年齢36歳④身長185cm⑤所属ミサイル・ジョー
⑥メジャー戦績【10勝1敗】⑦主戦団体エンペラー⑧MAXバウト2回目
⑨元キングプロレスヘビー級王者
現エンペラーミドル級王者
第4回MAXバウトミドル級トーナメント優勝
⑩ブレード・アロー
🆚
①ヘル・ラッサー
②マイナー二冠のネオバトルモンスター
③31歳 ④191cm ⑤ツインズ
⑥【メジャー戦績なし】⑦ネオマーキーズ⑧1回目
⑨現ネオマーキーズミドル級王者
元バトルモードミドル級王者
⑩誰でもいい
☆第二試合
①ルージュド・スターリー
②柔術ミステリー
③33歳④190cm⑤ゴッサブトップチーム
⑥【9勝1敗】⑦ターゲット⑧2回目
⑨現ターゲットミドル級王者
⑩ゼット
🆚
①シガー・ユーナイム
②キラーファイトのKOキング
③29歳④190cm⑤ワンデイジム
⑥【2勝0敗】⑦ターゲット⑧1回目
⑨現キラーFCミドル級暫定王者
⑩ヘル・ラッサー
☆第三試合
①おとさわ
②日本ミドル級グラップリングのエース
③32歳 ④183cm ⑤ゴッサブジャパン
⑥【19勝13敗】⑦ターゲット ⑧4回目
⑨第3回MAXバウトミドル級ＧＰ準優勝
⑩ストライカーの選手
🆚
①ゼット
②ブリザード
③ 32歳 ④188cm⑤RFチームクリスタル
⑥【8勝4敗】⑦M・H⑧2回目
⑨元リアルFCミドル級王者
第4回MAXバウトミドル級ＧＰ準優勝
⑩誰でもいい
☆第四試合
①チャールス・ブランディン
②弾丸タックルベアー
③32歳④189cm⑤オーバースロージム
⑥【3勝3敗】⑦エンペラー⑧1回目
⑨元アルバトロスミドル級王者
⑩ミサ・ウィル・ジョー
🆚
①かべい
②覇王
③27歳 ④188cm ⑤チームジャパン
⑥【7勝3敗】⑦ターゲット⑧2回目
⑨元ジャパンファイトミドル級王者
⑩さかえだ
ダウンロード
copy
いいなと思ったら応援しよう！
チップで応援する
#格闘技
#架空
#アラカク
#ARAKAKU
#家格
1
アラカク通信のーと
フォロー
ケイダッシュステージ所属クロコップ荒木好之
アラカク通信
トップ
スポーツ
武術・格闘技
noteプレミアム
note pro
ヘルプ
プライバシー
クリエイターへのお問い合わせ
フィードバック
ご利用規約
通常ポイント利用特約
加盟店規約
資金決済法に基づく表示
特商法表記
投資情報の免責事項","第5回MAXバウトミドル級ＧＰ一回戦Aグループ｜アラカク通信のーと
投稿
ログイン
会員登録
第5回MAXバウトミドル級ＧＰ一回戦Aグループ
1
アラカク通信のーと
2022年7月23日 04:50
第5回MAXバウトミドル級ＧＰ
1回戦Aグループ
🚨①名前②キャッチコピー
③年齢④身長⑤所属ジム
⑥メジャー戦績⑦主戦団体⑧白グローブ出場回数
⑨タイトル⑩戦いたい相手
☆第一試合
①ミサ・ウィル・ジョー
②ラスボス
③年齢36歳④身長185cm⑤所属ミサイル・ジョー
⑥メジャー戦績【10勝1敗】⑦主戦団体エンペラー⑧MAXバウト2回目
⑨元キングプロレスヘビー級王者
現エンペラーミドル級王者
",Imported from cached note HTML.
note:note-nced343dbb736,note_article,note-nced343dbb736,エンペラーNo.118試合結果,https://note.com/xyz1090/n/nced343dbb736,,2026-05-28T12:51:47+00:00,plain_text,c494faaac4e57c864e8424d46a81ff18ac33e3c533eef79f9682fd82483b9751,"エンペラーNo.118試合結果｜アラカク通信のーと
投稿
ログイン
会員登録
エンペラーNo.118試合結果
4
アラカク通信のーと
2025年7月30日 05:17
エンペラーNo.118 試合結果
☆ライト級ワンマッチ
○マルコ・フレイザー【10勝3敗】
🆚
●ステシエン・チェット【4勝2敗】
（3R終了 判定3-0）
☆ミドル級ワンマッチ
●さかえだ【20勝10敗】
🆚
○ガネルソン・シャル・ワー【1勝0敗】
（1R1分11秒ＫＯ 左ストレート→パウンド）
☆ミドル級ワンマッチ
○ルージュド・スターリー【12勝3敗】
🆚
●アマルド・ビュエーラ【0勝2敗】
（3R1分10秒 アームバー）
☆ミドル級ワンマッチ
○ダイス・ヴォルケード
35歳 190cm ＫＢMトップチーム
【7勝3敗】
🆚
●バルバード・ブワーズ
29歳 193cm バルカンジム
【0勝1敗】
ダウンロード
copy
いいなと思ったら応援しよう！
チップで応援する
#格闘技
#架空
#クロコップ
#アラカク
#荒木
#あらかく
4
アラカク通信のーと
フォロー
ケイダッシュステージ所属クロコップ荒木好之
アラカク通信
トップ
スポーツ
武術・格闘技
noteプレミアム
note pro
ヘルプ
プライバシー
クリエイターへのお問い合わせ
フィードバック
ご利用規約
通常ポイント利用特約
加盟店規約
資金決済法に基づく表示
特商法表記
投資情報の免責事項","エンペラーNo.118試合結果｜アラカク通信のーと
投稿
ログイン
会員登録
エンペラーNo.118試合結果
4
アラカク通信のーと
2025年7月30日 05:17
エンペラーNo.118 試合結果
☆ライト級ワンマッチ
○マルコ・フレイザー【10勝3敗】
🆚
●ステシエン・チェット【4勝2敗】
（3R終了 判定3-0）
☆ミドル級ワンマッチ
●さかえだ【20勝10敗】
🆚
○ガネルソン・シャル・ワー【1勝0敗】
（1R1分11秒ＫＯ 左ストレート→パウンド）
☆ミドル級ワンマッチ
○ルージュド・スターリー【12勝3敗】
🆚
●アマルド・ビュエーラ【0勝2敗】
（3R1分10秒 アームバー）",Imported from cached note HTML.
