candidate_id,video_id,video_title,source_id,source_type,source_ref_id,source_title,source_url,mention_types,matched_texts,content_preview,confidence,notes
video-source-0013,youtube_sx7tf60v6xu,2025.6.16 21時から試合観戦配信！【対戦カードの見どころなどを語る！】＊概要欄もチェック！,youtube_description:youtube_sx7tf60v6xu,youtube_description,youtube_sx7tf60v6xu,2025.6.16 21時から試合観戦配信！【対戦カードの見どころなどを語る！】＊概要欄もチェック！,https://www.youtube.com/watch?v=sX7tF60V6XU,event:1,🟨エリートスピリッツミドル級GP （92kg）,6月16日（月）にこのチャンネルで全四試合を観戦する配信予定！！ 🟨エリートスピリッツミドル級GP （92kg） 【Ａブロック】 ☆Ａ第一試合 🟥ぎんのすけ 27歳190cm チームやしゃまる 【30勝4敗】＊メジャー戦績0勝2敗 現マスカット運動ミドル級王者 🆚 🟦オーロラデビル 23歳 188cm デビル軍 【5勝0敗】バトルモード ☆Ａ第二試合 🟥ぱいそんはやし 25歳 188cm コミックファイト倶楽部 【21勝3敗】 現コミックファイトミドル級Ｗ王者 🆚 🟦アンディ...,high,YouTube description source document is available for this video.
video-source-0014,youtube_hkdl5wkk1_a,11月28日（木）20時からこのチャンネルでアラカク試合観戦配信11の予定です！！【マウンテン・ヒーローズNo.35&ターゲットNo.99見どころ動画】,youtube_description:youtube_hkdl5wkk1_a,youtube_description,youtube_hkdl5wkk1_a,11月28日（木）20時からこのチャンネルでアラカク試合観戦配信11の予定です！！【マウンテン・ヒーローズNo.35&ターゲットNo.99見どころ動画】,https://www.youtube.com/watch?v=HkdL5wKk1_A,event:4,まによんpresents アラカクライブNo.14 | 『第７回MAXバウトライト級GPベスト8抽選会』 | ［マウンテン・ヒーローズNo.35］ | ［ターゲットNo.99］,まによんpresents アラカクライブNo.14 『第７回MAXバウトライト級GPベスト8抽選会』 【日程】2024年11月30日（土） 【会場】新宿バティオス 【開場】18時45分 【開演】19時00分 【アラカク知らないゲスト】 ぐんぴぃ（春とヒコーキ） 内藤（ツンツクツン万博） シティホテル3号室 【アラカク知ってるゲスト】 崎山（ファイヤーサンダーサンダー） ムニエル ご予約⬇️ tiget.net/events/352938 ［マウンテン・ヒーローズNo.35］...,high,YouTube description source document is available for this video.
video-source-0015,youtube_s3nteou2hx8,２０２４アラカクベストバウトランキング！！,youtube_description:youtube_s3nteou2hx8,youtube_description,youtube_s3nteou2hx8,２０２４アラカクベストバウトランキング！！,https://www.youtube.com/watch?v=s3nteOu2hx8,event:3 | result:3 | youtube_url:13,①エンペラーNo.115ライト級タイトルマッチ | https://youtu.be/qwxSvGTScqE?si=wOuvP0_5HuX_rD1m | https://youtu.be/8Hb2EkQhMlw?si=FBeZnD4_vjEAmrVd | ②ターゲットNo.96ミドル級王座決定戦 | https://youtu.be/5zBvriy_62w?si=dvEwAF0Vir90D5en,【アラカクファン代表クロコップ荒木の2024年ベストバウト7選！】 ①エンペラーNo.115ライト級タイトルマッチ マルコ・フレイザー🆚ブルーワン Full Fight！⬇️ https://youtu.be/qwxSvGTScqE?si=wOuvP0_5HuX_rD1m ライブ⬇️（試合は1：24：30から） https://youtu.be/8Hb2EkQhMlw?si=FBeZnD4_vjEAmrVd ②ターゲットNo.96ミドル級王座決定戦 おとさわ🆚かべい Full...,high,YouTube description source document is available for this video.
video-source-0016,youtube_qh7lihmzubc,第7回MAXバウトライト級GP［Bブロック第四試合］さんごくvsダブド・ガブリシャンの見どころ動画【概要欄絶対に見て】,youtube_description:youtube_qh7lihmzubc,youtube_description,youtube_qh7lihmzubc,第7回MAXバウトライト級GP［Bブロック第四試合］さんごくvsダブド・ガブリシャンの見どころ動画【概要欄絶対に見て】,https://www.youtube.com/watch?v=qH7lIhmzUbc,event:4 | result:1 | youtube_url:3,🚨アラカクライブ（勉強用）⬇️ | https://youtu.be/Q950wPcZuME?si=cA3Epe_CGLOq9Cb8 | ⚠️アラカクライブ詳細、チケット情報🎫 | 『アラカク試合だけのライブNo.1【第7回MAXバウトライト級GP一回戦】』 | ☆第7回MAXバウトライト級GP,🚨アラカクライブ（勉強用）⬇️ https://youtu.be/Q950wPcZuME?si=cA3Epe_CGLOq9Cb8 ⚠️アラカクライブ詳細、チケット情報🎫 『アラカク試合だけのライブNo.1【第7回MAXバウトライト級GP一回戦】』 【日程】2023年9月27日（金） 【会場】新宿ハイジアV1 【開場】19時15分 【開演】19時30分 【料金】前売り予約1500円／当日2000円 説明一切無し！試合を見るだけのアラカクだ！アラカク！！ ご予約⬇️ https:...,high,YouTube description source document is available for this video.
video-source-0017,youtube_krrg8fyx6gq,第7回MAXバウトライト級GP［Bブロック第三試合］わくvsローリングジュニアの見どころ動画【概要欄絶対に見て】,youtube_description:youtube_krrg8fyx6gq,youtube_description,youtube_krrg8fyx6gq,第7回MAXバウトライト級GP［Bブロック第三試合］わくvsローリングジュニアの見どころ動画【概要欄絶対に見て】,https://www.youtube.com/watch?v=krrG8FYX6gQ,event:4 | result:1 | youtube_url:3,🚨アラカクライブ（勉強用）⬇️ | https://youtu.be/Q950wPcZuME?si=cA3Epe_CGLOq9Cb8 | ⚠️アラカクライブ詳細、チケット情報🎫 | 『アラカク試合だけのライブNo.1【第7回MAXバウトライト級GP一回戦】』 | ☆第7回MAXバウトライト級GP,🚨アラカクライブ（勉強用）⬇️ https://youtu.be/Q950wPcZuME?si=cA3Epe_CGLOq9Cb8 ⚠️アラカクライブ詳細、チケット情報🎫 『アラカク試合だけのライブNo.1【第7回MAXバウトライト級GP一回戦】』 【日程】2023年9月27日（金） 【会場】新宿ハイジアV1 【開場】19時15分 【開演】19時30分 【料金】前売り予約1500円／当日2000円 説明一切無し！試合を見るだけのアラカクだ！アラカク！！ ご予約⬇️ https:...,high,YouTube description source document is available for this video.
video-source-0018,youtube_siu9zufuwuq,第7回MAXバウトライト級GP［Bブロック第一試合］イスカン・アステvsきたむらの見どころ動画【概要欄絶対に見て】,youtube_description:youtube_siu9zufuwuq,youtube_description,youtube_siu9zufuwuq,第7回MAXバウトライト級GP［Bブロック第一試合］イスカン・アステvsきたむらの見どころ動画【概要欄絶対に見て】,https://www.youtube.com/watch?v=sIU9ZufuwuQ,event:4 | result:1 | youtube_url:3,🚨アラカクライブ（勉強用）⬇️ | https://youtu.be/Q950wPcZuME?si=cA3Epe_CGLOq9Cb8 | ⚠️アラカクライブ詳細、チケット情報🎫 | 『アラカク試合だけのライブNo.1【第7回MAXバウトライト級GP一回戦】』 | ☆第7回MAXバウトライト級GP,🚨アラカクライブ（勉強用）⬇️ https://youtu.be/Q950wPcZuME?si=cA3Epe_CGLOq9Cb8 ⚠️アラカクライブ詳細、チケット情報🎫 『アラカク試合だけのライブNo.1【第7回MAXバウトライト級GP一回戦】』 【日程】2023年9月27日（金） 【会場】新宿ハイジアV1 【開場】19時15分 【開演】19時30分 【料金】前売り予約1500円／当日2000円 説明一切無し！試合を見るだけのアラカクだ！アラカク！！ ご予約⬇️ https:...,high,YouTube description source document is available for this video.
video-source-0019,youtube_ose37zk9f4i,第7回MAXバウトライト級GP［Bブロック第ニ試合］マルコ・フレイザーvsワインセルの見どころ動画【概要欄絶対に見て】,youtube_description:youtube_ose37zk9f4i,youtube_description,youtube_ose37zk9f4i,第7回MAXバウトライト級GP［Bブロック第ニ試合］マルコ・フレイザーvsワインセルの見どころ動画【概要欄絶対に見て】,https://www.youtube.com/watch?v=oSe37zK9f4I,event:4 | result:1 | youtube_url:3,🚨アラカクライブ（勉強用）⬇️ | https://youtu.be/Q950wPcZuME?si=cA3Epe_CGLOq9Cb8 | ⚠️アラカクライブ詳細、チケット情報🎫 | 『アラカク試合だけのライブNo.1【第7回MAXバウトライト級GP一回戦】』 | ☆第7回MAXバウトライト級GP,🚨アラカクライブ（勉強用）⬇️ https://youtu.be/Q950wPcZuME?si=cA3Epe_CGLOq9Cb8 ⚠️アラカクライブ詳細、チケット情報🎫 『アラカク試合だけのライブNo.1【第7回MAXバウトライト級GP一回戦】』 【日程】2023年9月27日（金） 【会場】新宿ハイジアV1 【開場】19時15分 【開演】19時30分 【料金】前売り予約1500円／当日2000円 説明一切無し！試合を見るだけのアラカクだ！アラカク！！ ご予約⬇️ https:...,high,YouTube description source document is available for this video.
video-source-0020,youtube_89izoyicptw,第7回MAXバウトライト級GP 出場者１６名発表！,youtube_description:youtube_89izoyicptw,youtube_description,youtube_89izoyicptw,第7回MAXバウトライト級GP 出場者１６名発表！,https://www.youtube.com/watch?v=89IzOYIcptw,event:3 | result:1,【第7回MAXバウトライト級GP16名選手情報】 | ⑥メジャー戦績⑦主戦団体⑧白グローブ出場回数⑨タイトル⑩戦いたい相手 | 第5回 MAXバウトライト級トーナメント優勝 | 第6回 MAXバウトライト級トーナメント優勝⑩ランダーデビル,【第7回MAXバウトライト級GP16名選手情報】 🚨①名前②キャッチコピー ③年齢④身長⑤所属ジム ⑥メジャー戦績⑦主戦団体⑧白グローブ出場回数⑨タイトル⑩戦いたい相手 ☆①ランダーデビル ②デビル軍最強の男 ③35歳④174cm⑤デビル軍⑥【26勝5敗】 ⑦M・H⑧5回目 ⑨現M・Hライト級王者 第5回 MAXバウトライト級トーナメント優勝 ⑩ブルーワン ［直近5試合］ ○アイストロン ○さんごく ●ブルーワン ○マルコ・フレイザー ○ローリングジュニア ☆①ブルーワン ②皇...,high,YouTube description source document is available for this video.
video-source-0021,youtube_poxcdgnhpgk,第5回MAXバウトミドル級トーナメント出場者（詳しい選手情報は動画概要欄で）,youtube_description:youtube_poxcdgnhpgk,youtube_description,youtube_poxcdgnhpgk,第5回MAXバウトミドル級トーナメント出場者（詳しい選手情報は動画概要欄で）,https://www.youtube.com/watch?v=pOxcDgnhPgk,event:7 | result:2,第５回MAXバウトミドル級トーナメント16 | ⑨タイトル⑩戦いたい相手 | ⑥メジャー戦績【10勝1敗】⑦主戦団体エンペラー⑧MAXバウト2回目 | 第4回MAXバウトミドル級トーナメント優勝 | 第2回、第3回MAXバウトミドル級トーナメント優勝,第５回MAXバウトミドル級トーナメント16 🚨①名前②キャッチコピー ③年齢④身長⑤所属ジム ⑥メジャー戦績⑦主戦団体⑧白グローブ出場回数 ⑨タイトル⑩戦いたい相手 ①ミサ・ウィル・ジョー ②ラスボス ③年齢35歳④身長185cm⑤所属ミサイル・ジョー ⑥メジャー戦績【10勝1敗】⑦主戦団体エンペラー⑧MAXバウト2回目 ⑨元キングプロレスヘビー級王者 現エンペラーミドル級王者 第4回MAXバウトミドル級トーナメント優勝 ⑩ブレード・アロー ①テール・ジャンク ②Unknow...,high,YouTube description source document is available for this video.
video-source-0022,youtube_prn6degpxui,第5回MAXバウトミドル級トーナメント二回戦について【いよいよ】,youtube_description:youtube_prn6degpxui,youtube_description,youtube_prn6degpxui,第5回MAXバウトミドル級トーナメント二回戦について【いよいよ】,https://www.youtube.com/watch?v=prn6DEGPxUI,event:5 | result:1,第５回MAXバウトミドル級トーナメント二回戦 | ⑨タイトル⑩戦いたい相手 | ⑥メジャー戦績【11勝1敗】⑦主戦団体エンペラー⑧MAXバウト2回目 | 第4回MAXバウトミドル級トーナメント優勝 | 第2回、第3回MAXバウトミドル級トーナメント優勝,第５回MAXバウトミドル級トーナメント二回戦 🚨①名前②キャッチコピー ③年齢④身長⑤所属ジム ⑥メジャー戦績⑦主戦団体⑧白グローブ出場回数 ⑨タイトル⑩戦いたい相手 【１月７日（土）19時】 ☆Aブロック第一試合 ①クロノ・マリーケン ②情無しヒットマン ③ 28歳 ④183cm ⑤チームパウルソン ⑥【8勝5敗】⑦M・H⑧2回目 ⑨元ケンカFCミドル級王者 ⑩ギタミン・アーロン 🆚 ①さかえだ ②日本ミドル級ストライキングのエース ③ 32歳 ④180cm ⑤日本MMAチ...,high,YouTube description source document is available for this video.
video-source-0023,youtube_d7no_mmi6aq,感謝！！【感想やお知らせとかも】,youtube_description:youtube_d7no_mmi6aq,youtube_description,youtube_d7no_mmi6aq,感謝！！【感想やお知らせとかも】,https://www.youtube.com/watch?v=d7No-MMI6aQ,note_url:1 | youtube_url:2,https://note.com/xyz1090 | https://youtu.be/IY1WaJ22vP0 | https://youtu.be/RSdWBnQvynU,アラカクファミリーと一緒に撮りたかったのですが今いろいろあれなので今回は一人で感想を！！ 出演者 クロコップ 荒木 ☆アラカクファミリー ヒガ2000 トッキブツ 太田 あゆ 鈴木 ☆立会人（ゲスト） 三福エンターテイメント 【荒木の架空の格闘技=アラカク】 アラカクが始まります。 アラカクとは何かをこのYouTubeチャンネルで知ってもらえたら嬉しいです🥊 ARAKAKU note https://note.com/xyz1090 ARAKAKU Twitter https...,high,YouTube description source document is available for this video.
video-source-0024,youtube_rp8bayj7s6k,感謝と告知！！！,youtube_description:youtube_rp8bayj7s6k,youtube_description,youtube_rp8bayj7s6k,感謝と告知！！！,https://www.youtube.com/watch?v=Rp8BaYj7S6k,event:3 | youtube_url:1,3月25日のアラカクライブありがとうございました！！ | 次回のアラカクライブは7月ごろに開催する予定です🥊 | （MAXバウトは来年7月予定です） | https://www.youtube.com/live/J4aGT_FonzM?feature=share,【プレゼン工場】2023年4月9日（日）のライブ！！ ご予約はTIGETで⬇️ https://tiget.net/events/236687 3月25日のアラカクライブありがとうございました！！ アラカクファミリー次男のトッキブツ太田と2人でしゃべってます。 次回のアラカクライブは7月ごろに開催する予定です🥊 （MAXバウトは来年7月予定です） トンツカタン森本くんのおこたしゃべり⬇️ https://www.youtube.com/live/J4aGT_FonzM?fea...,high,YouTube description source document is available for this video.
video-source-0025,youtube_sbc41eyw5q8,感謝,youtube_description:youtube_sbc41eyw5q8,youtube_description,youtube_sbc41eyw5q8,感謝,https://www.youtube.com/watch?v=sBc41eyw5Q8,event:1 | note_url:1 | youtube_url:2,3月4日（金）新宿バティオスで開催されたアラカクライブの感想、感謝動画です。 | https://note.com/xyz1090 | https://youtu.be/IY1WaJ22vP0 | https://youtu.be/RSdWBnQvynU,3月4日（金）新宿バティオスで開催されたアラカクライブの感想、感謝動画です。 アラカクファミリー鈴木としゃべってます👊 【荒木の架空の格闘技=ARAKAKU】 ARAKAKUが始まります。 ARAKAKUとは何かをこのYouTubeチャンネルで知ってもらえたら嬉しいです🥊 ARAKAKU note https://note.com/xyz1090 ARAKAKU Twitter https://mobile.twitter.com/ARAKAKU1 ケイダッシュステージ所属の...,high,YouTube description source document is available for this video.
