filename,webpage_url,title,description,archived_at
note-n1dad6c53911a.html,https://note.com/xyz1090/n/n1dad6c53911a,ターゲットNo.90　エンペラーNo.111合同大会試合結果｜アラカク通信のーと,ターゲットNo.90　エンペラーNo.111合同大会 試合結果  ☆ターゲットミドル級ワンマッチ ○おとさわ🆚●きんとき （1R2分54秒一本　腕ひしぎ十字固め）   ☆ターゲットミドル級ワンマッチ ○シガー・ユーナイム🆚●ファン・ミール・セイバー （1R1分59秒KO   パウンド®️）   ☆エンペラーミドル級ワンマッチ ○チャールス・ブランディン🆚●ロコール・アラニン （1R1分45秒TKO   タップアウト 肘脱臼）   ☆エンペラーミドル級ワンマッチ ●ブレード・アロー🆚○ダイス・ヴォルケード （1R1分5,2026-05-28T20:11:44
note-n1ef5797085bc.html,https://note.com/xyz1090/n/n1ef5797085bc,エンペラーNo.118対戦カード｜アラカク通信のーと,エンペラーNo.118 対戦カード  ☆ミドル級ワンマッチ 🟥さかえだ 35歳 180cm 日本MMAチーム 【20勝9敗】 🆚 🟦ガネルソン・シャル・ワー 27歳 186cm ソニックスポーツ 【メジャーデビュー戦】 バイオショットミドル級王者  ☆ミドル級ワンマッチ 🟥ルージュド・スターリー 36歳190cm ゴッサブトップチーム 【11勝3敗】 元ターゲットミドル級王者 🆚 🟦アマルド・ビュエーラ 33歳 190cm チームゴッサブ 【0勝1敗】 ファントムミドル級王者  ☆ミドル級ワンマッチ 🟥 ダイス・ヴォルケード 35歳 190cm ＫＢMトップチーム 【6勝3敗】 🆚 🟦,2026-05-28T20:11:44
note-n25252920d028.html,https://note.com/xyz1090/n/n25252920d028,エンペラーNo.115試合結果｜アラカク通信のーと,エンペラーNo.115  ☆エンペラーライト級タイトルマッチ ●マルコ・フレイザー【6勝2敗】 🆚 ○ブルーワン【16勝5敗】 （3R2分40秒KO  左ハイキック） ※ブルーワンが第１１代目王者に👑   ☆ライト級ワンマッチ ○コルト・アプロー【19勝12敗】 🆚 ●パット・バミューダ【1勝2敗】 （1R2分40秒　肩固め）   ☆ライト級ワンマッチ ●さくらい【9勝9敗】 🆚 ○ステシエン・チェット【3勝0敗】 （1R2分15秒　アームバー）   ☆ライト級ワンマッチ ○ゆめろう【6勝4敗】 🆚 ●クレイエル・アビソカ【1勝2敗】 （1R1分36秒　ヒールホールド）   ,2026-05-28T20:11:44
note-n25851bb5dc20.html,https://note.com/xyz1090/n/n25851bb5dc20,ターゲットNo.97対戦カード｜アラカク通信のーと,ターゲットNo.97対戦カード  ☆ライト級ワンマッチ 🟥わく 26歳 177cm 日本MMAチーム 【8勝1敗】 🆚 🟦アミュー・エンド・ビラー 44歳 175cm バトン柔術 【5勝14敗】 ・元ネオマーキーズライト級王者 ・ターゲットフレッシュトーナメント優勝  ☆ライト級ワンマッチ 🟥ハリス・オルビック 40歳 175cm チームオルビック  【27勝16敗】 🆚 🟦つくりはら 24歳 174cm バトン柔術 【3勝0敗】  ☆ライト級ワンマッチ 🟥フラーム・グラン 36歳 175cm チームドータ 【17勝11敗】 vs 🟦イベルト・キ,2026-05-28T20:11:44
note-n28b5489ba3da.html,https://note.com/xyz1090/n/n28b5489ba3da,マウンテン・ヒーローズNo.39対戦カード｜アラカク通信のーと,マウンテン・ヒーローズNo.39対戦カード  ☆ミドル級ワンマッチ 🟥クロノ・マリーケン 31歳 183cm チームパウルソン 【9勝9敗】 🆚 🟦ライン・デュオ 31歳 188cm クードースポーツ 【1勝3敗】  ☆ミドル級ワンマッチ 🟥トルー・パルドレス 28歳 190cm マジシャンズ 【4勝5敗】 🆚 🟦ヘル・ラッサー 34歳 191cm ツインズ 【0勝3敗】  ☆ミドル級ワンマッチ 🟥ぱいそんはやし 26歳 188cm コミックファイト倶楽部 【1勝0敗】 🆚 🟦ジャニマード・トスパチ 28歳 190cm チームボークン 【メジャーデビュー戦】,2026-05-28T20:11:44
note-n28dec20d5260.html,https://note.com/xyz1090/n/n28dec20d5260,マウンテン・ヒーローズNo.40対戦カード｜アラカク通信のーと,マウンテン・ヒーローズNo.40  ☆ミドル級ワンマッチ 🟥タイプ・ジー 30歳 185cm パーフェクトジム 【2勝0敗】 🆚 🟦ヘル・ラッサー 34歳 191cm ツインズ 【1勝3敗】  ☆ミドル級ワンマッチ 🟥オーシューワイルド 27歳 184cm  チームオーシュー 【2勝1敗】 🆚 🟦ぱいそんはやし 26歳 188cm コミックファイト倶楽部 【1勝1敗】  🟥ライン・デュオ 31歳 188cm クードースポーツ 【2勝3敗】 🆚 🟦ジャニマード・トスパチ 28歳 190cm チームボークン 【1勝0敗】  ☆ミドル級ワンマッチ 🟥ローリングJr. 29歳186c,2026-05-28T20:11:44
note-n2a15808854f2.html,https://note.com/xyz1090/n/n2a15808854f2,エンペラーNo.119試合結果｜アラカク通信のーと,エンペラーNo.119試合結果  ☆ミドル級ワンマッチ ●さかえだ【20勝11敗】 🆚 ○ルージュド・スターリー【13勝3敗】 （1R終了時TKO   コーナーストップ）  ☆ミドル級ワンマッチ ●ダートソン【2勝4敗】 🆚 ○ガネルソン・シャル・ワー【2勝0敗】 （1R2分09秒KO   左フック）  ☆ミドル級ワンマッチ ○さくらい【10勝9敗】 🆚 ●レイ・ガシーオ【2勝5敗】 （2R1分56秒　アームロック）  ☆ミドル級ワンマッチ ●アトゥリうえはら【1勝3敗】 🆚 ○エス・ガリオン【1勝0敗】 （1R2分24秒　RNC）,2026-05-28T20:11:44
note-n2b1afe4a5489.html,https://note.com/xyz1090/n/n2b1afe4a5489,ターゲットNo.93対戦カード｜アラカク通信のーと,ターゲットNo.93対戦カード   ☆ライト級タイトルマッチ 🟥👑わく 26歳 177cm 日本MMAチーム 【7勝1敗】 🆚 🟦きたむら 29歳170cm vkデリンジャー 【16勝4敗】    ☆ライト級ワンマッチ 🟥かぶと 35歳 163cm ターゲットプロジェクトチーム 【11勝11敗】 B1ライト級王者（マイナー団体です） 🆚 🟦つくりはら 24歳 174cm バトン柔術 【メジャーデビュー戦】 元ジャパンファイトライト級王者   ☆ライト級ワンマッチ 🟥きょうない 25歳 167cm せみおかトレーニング 【メジャーデビュー戦】 現ネ,2026-05-28T20:11:44
note-n2c83076aedb9.html,https://note.com/xyz1090/n/n2c83076aedb9,MAXバウトスペシャルワンマッチ大会No.2対戦カード｜アラカク通信のーと,MAXバウトスペシャルワンマッチ大会No.2対戦カード 🚨①名前②キャッチコピー ③年齢④身長⑤所属ジム ⑥メジャー戦績⑦主戦団体⑧タイトル  ☆ライト級スペシャルワンマッチ 🟥①ブルーワン ②皇帝ビッグウェーブ ③29歳④178cm⑤エキサイトクラス ⑥【20勝5敗】⑦エンペラー ⑧現エンペラーライト級王者 第7回MAXバウトライト級GP優勝 🆚 🟦①イスカン・アステ ②ステゴロの伝説 ③34歳④172cm⑤RFチームクリスタル ⑥【6勝2敗】⑦M・H ⑧元リアルファイトライト級王者 元グレネードライト級王者  ☆ライト級スペシャルワンマッチ 🟥①ランダーデビル ②デビル軍最強の男 ,2026-05-28T20:11:44
note-n2ecf288742b3.html,https://note.com/xyz1090/n/n2ecf288742b3,エンペラーNo.110 試合結果｜アラカク通信のーと,エンペラーNo.110 試合結果  ☆ミドル級ワンマッチ ●ダートソン🆚○レイ・ガシーオ （ダートソンの反則）   ☆ミドル級ワンマッチ ○ブレード・アロー🆚●パリド・アーディン （1R3分22秒　ネックロック）   ☆ミドル級ワンマッチ ○ダイス・ヴォルケード🆚●ヴァン・ブルックス （1R1分22秒KO  右フック）   ☆ミドル級ワンマッチ ○さかえだ🆚●アトゥリうえはら （3R3分06秒TKO  タオル投入）   ☆ミドル級ワンマッチ ○ロコール・アラニン🆚●シャパール・アミア （1R2分10秒TKO  パウン,2026-05-28T20:11:44
note-n32f248989390.html,https://note.com/xyz1090/n/n32f248989390,第６回 MAXバウトライト級トーナメント一回戦Ｂブロック試合結果｜アラカク通信のーと,第６回 MAXバウトライト級トーナメント 一回戦Ｂブロック試合結果  ☆第一試合 ○ランダーデビルvs●ローリングjr 3R2分54秒　リアネイキッドチョーク  ☆第二試合 ○フラーム・グランvs●ワインセル 3R終了　判定2-1  ☆第三試合 ●バン・ベルソーザvs○ゆめろう 1R0分40秒　ニンジャチョーク  ☆第四試合 ○ブルーワンvs●きたむら 1R終了 TKO タオル投入によるコーナーストップ   ランダーデビル（M・H） フラーム・グラン（ターゲット） ゆめろう（エンペラー） ブルーワン（エンペラー） 二回戦進出‼️,2026-05-28T20:11:44
note-n331fef154e1f.html,https://note.com/xyz1090/n/n331fef154e1f,エンペラーNo.120対戦カード｜アラカク通信のーと,エンペラーNo.120対戦カード  ☆ミドル級ワンマッチ 🟥ミサ・ウィル・ジョー 39歳 185cm ミサイル・ジョー 【13勝2敗】現エンペラーミドル級王者 🆚 🟦ブレード・アロー 34歳 190cm キンプロ 【1勝1敗】  ☆ミドル級ワンマッチ 🟥チャールス・ブランディン 35歳189cmオーバースロージム 【3勝5敗】 🆚 🟦タイプ・ジー 30歳 185cm パーフェクトジム 【1勝0敗】  ☆ミドル級ワンマッチ 🟥エス・ガリオン 22歳 191cm チームセイバー 【1勝0敗】 🆚 🟦ロン 25歳 188cm カイザーアスリート 【メジャーデビュー戦】  ,2026-05-28T20:11:44
note-n371a737986c1.html,https://note.com/xyz1090/n/n371a737986c1,エンペラー117対戦カード｜アラカク通信のーと,エンペラー117対戦カード  ☆ライト級ワンマッチ 🟥マルコ・フレイザー 31歳170cm ユーリンジム 【7勝2敗】 🆚 🟦パット・バミューダ 34歳 173cm バルカンジム 【1勝2敗】  ☆ライト級ワンマッチ 🟥コルト・アプロー ③38歳 175cm マジシャンズ 【19勝12敗】 🆚 🟦ゆめろう 29歳 173cm ゴッサブジャパン 【6勝4敗】  ☆ミドル級ワンマッチ 🟥レイ・ガシーオ 35歳 186cm サイクロンジム 【2勝3敗】 🆚 🟦ルージュド・スターリー 34歳190cmゴッサブトップチーム 【10勝2敗】 元ターゲットミドル級王者,2026-05-28T20:11:44
note-n382366e8d3d8.html,https://note.com/xyz1090/n/n382366e8d3d8,ターゲットNo.94試合結果｜アラカク通信のーと,ターゲットNo.94  ☆ライト級ワンマッチ ●だいな【2勝2敗】 🆚 ○きたむら【17勝5敗】 （1R2分36秒KO  パウンド）   ☆ミドル級ワンマッチ ●きんとき【8勝10敗】 🆚 ○サム・ラッシュ【1勝0敗】 （1R1分24秒KO  左フック）   ☆ライト級ワンマッチ ●つおし【1勝1敗】 🆚 ○つくりはら【2勝0敗】 （1R1分16秒KO  左フック→膝蹴り→パウンド）   ☆ライト級ワンマッチ ○きょうない【1勝1敗】 🆚 ●ろっこう【0勝2敗】 （2R3分00秒　チョークスリーパー）   ☆ライト級ワンマッチ ○レーサー・ガルシア【1勝1,2026-05-28T20:11:44
note-n3b4b0b6ed3c8.html,https://note.com/xyz1090/n/n3b4b0b6ed3c8,マウンテン・ヒーローズNo.30試合結果｜アラカク通信のーと,マウンテン・ヒーローズNo.30試合結果  ☆ライト級タイトルマッチ ○ランダーデビル【25勝5敗】防衛② 🆚 ●さんごく【6勝2敗】 （3R3分07秒　肩固め）   ☆ライト級ワンマッチ ●バンドルフ・ガルブンタ【4勝5敗】 🆚 ○ローリングjr27歳【2勝2敗】 （1R2分05秒KO  膝蹴り）   ☆ライト級ワンマッチ ●ムラト・クツワ【1勝1敗】 🆚 ○ダブド・ガブリシャン【2勝0敗】 （1R1分53秒TKO  パウンド→タオル投入）   ☆ライト級ワンマッチ ●キマイラ【4勝4敗】 🆚 ○イスカン・アステ【2勝0敗】 （1R1分47秒KO  左ス,2026-05-28T20:11:44
note-n3f97c679c3d2.html,https://note.com/xyz1090/n/n3f97c679c3d2,エンペラーNo.116対戦カード｜アラカク通信のーと,エンペラーNo.116  ☆ミドル級ワンマッチ 🟥さかえだ 33歳 180cm 日本MMAチーム 【19勝8敗】 🆚 🟦ダイス・ヴォルケード 33歳 190cm ＫＢMトップチーム 【5勝2敗】  ☆ライト級ワンマッチ 🟥マルコ・フレイザー 31歳170cm ユーリンジム 【6勝2敗】 🆚 🟦 ブライン・ジャスター 29歳 173cm ウエスタンジム 【メジャーデビュー戦】 ・アルバトロスライト級暫定王者  ☆ライト級ワンマッチ 🟥ステシエン・チェット 23歳 175cm カイザーアスリート 【3勝0敗】 🆚 🟦ワンシー・オーフェル 29歳 16,2026-05-28T20:11:44
note-n3ff7523758ca.html,https://note.com/xyz1090/n/n3ff7523758ca,エンペラー117試合結果｜アラカク通信のーと,エンペラー117試合結果  ☆ライト級ワンマッチ ○マルコ・フレイザー【8勝2敗】 🆚 ●パット・バミューダ【1勝3敗】 （2R1分52秒KO  左フック→パウンド）   ☆ライト級ワンマッチ ○コルト・アプロー【20勝12敗】 🆚 ●ゆめろう【6勝5敗】 （2R3分48秒　アームバー）   ☆ミドル級ワンマッチ ●レイ・ガシーオ【2勝4敗】 🆚 ○ルージュド・スターリー【11勝2敗】 （1R2分47秒　アナコンダチョーク）,2026-05-28T20:11:44
note-n3ffa4b05eb45.html,https://note.com/xyz1090/n/n3ffa4b05eb45,ターゲットNo.97 試合結果｜アラカク通信のーと,ターゲットNo.97 試合結果  ☆ライト級ワンマッチ ○わく【9勝1敗】 🆚 ●アミュー・エンド・ビラー【5勝15敗】 （1R3分05秒KO  ミドルキック）   ☆ライト級ワンマッチ ●ハリス・オルビック 【27勝17敗】 🆚 ○つくりはら【4勝0敗】 （3R2分52秒　腕ひしぎ三角固め）   ☆ライト級ワンマッチ ○フラーム・グラン【18勝11敗】 🆚 ●イベルト・キューミ【2勝4敗】 （2R4分10秒　腕ひしぎ三角固め）   ☆ライト級ワンマッチ ○だいな【4勝2敗】 🆚 ●エメラルド・バンキー【1勝3敗】 （1R1分33秒　膝蹴り→パウンド）   ☆ライト級ワンマッ,2026-05-28T20:11:44
note-n40043569e548.html,https://note.com/xyz1090/n/n40043569e548,マウンテン・ヒーローズNo.38対戦カード｜アラカク通信のーと,マウンテン・ヒーローズNo.38対戦カード  ☆M・Hミドル級タイトルマッチ 🟥ゼット 35歳 188cm RFチームクリスタル 【12勝6敗】 🆚 🟦らんちゃーすがや 30歳 185cm コミックファイト倶楽部 【7勝2敗】  ☆ミドル級ワンマッチ 🟥ラドフ 31歳 183cm チームカーリン 【2勝0敗】 🆚 🟦オーシューワイルド 27歳 184cm  チームオーシュー 【2勝0敗】  ☆ミドル級ワンマッチ 🟥ローリングJr. 29歳186cmチームハーツ 【5勝3敗】 🆚 🟦ぱいそんはやし 26歳 188cm コミックファイト倶楽部 【メジャーデビュー戦】,2026-05-28T20:11:44
note-n41003b8328ca.html,https://note.com/xyz1090/n/n41003b8328ca,第5回MAXバウトミドル級ＧＰ一回戦Bグループ｜アラカク通信のーと,第5回MAXバウトミドル級ＧＰ 一回戦Bグループ  🚨①名前②キャッチコピー ③年齢④身長⑤所属ジム ⑥メジャー戦績⑦主戦団体⑧白グローブ出場回数 ⑨タイトル⑩戦いたい相手   第一試合 ①テール・ジャンク ②Unknown ③ 31歳 ④186cm ⑤Sジム ⑥【21勝2敗】⑦M・H⑧4回目 ⑨現M・Hミドル級王者 　第2回、第3回MAXバウトミドル級トーナメント優勝 ⑩ミサ・ウィル・ジョー 🆚 ①らんちゃーすがや ②必殺レインボーフック ③27歳 ④185cm ⑤コミックファイト倶楽部 ⑥【3勝0敗】⑦M・H⑧1回目 ⑨元コミックフ,2026-05-28T20:11:44
note-n4523b9139a53.html,https://note.com/xyz1090/n/n4523b9139a53,エンペラーNo.120試合結果｜アラカク通信のーと,エンペラーNo.120  ☆ミドル級ワンマッチ ○ミサ・ウィル・ジョー【14勝2敗】 🆚 ●ブレード・アロー【1勝2敗】 （1R3分24秒KO  パウンド）  ☆ミドル級ワンマッチ ●チャールス・ブランディン【3勝6敗】 🆚 ○タイプ・ジー【2勝0敗】 （1R1分45秒　アームバー）  ☆ミドル級ワンマッチ ○エス・ガリオン【2勝0敗】 🆚 ●ロン【0勝1敗】 （1R3分12秒　アームバー）  ☆ライト級ワンマッチ ○ステシエン・チェット【5勝2敗】 🆚 ●ループデビル【0勝1敗】 （2R3分00秒KO　ハイキック）,2026-05-28T20:11:44
note-n4673c4012f34.html,https://note.com/xyz1090/n/n4673c4012f34,エンペラーNo.113対戦カード｜アラカク通信のーと,エンペラーNo.113対戦カード  ☆ミドル級ワンマッチ 🟥レイ・ガシーオ 34歳 186cm サイクロンジム 【2勝2敗】 🆚 🟦ダートソン 23歳 182cm チーム・ボイス 【0勝2敗】   ☆ライト級ワンマッチ 🟥さくらい 35歳 180cm VKデリンジャー 【8勝7敗】 🆚 🟦クレイエル・アビソカ 26歳 174cm テスジム 【メジャーデビュー戦】   ☆ライト級ワンマッチ 🟥ゆめろう 28歳 173cm ゴッサブジャパン 【5勝2敗】 🆚 🟦ステシエン・チェット 22歳 175cm カイザーアスリート 【メジャーデビュー戦】   ☆ライト級ワンマッチ 🟥ナパーム 38歳,2026-05-28T20:11:44
note-n48b479857848.html,https://note.com/xyz1090/n/n48b479857848,第６回MAXバウトライト級トーナメントニ回戦対戦カード｜アラカク通信のーと,第６回MAXバウトライト級トーナメント２回戦対戦カード  ☆第一試合 ①ランダーデビル  ②［デビル軍の絶対的エース］ ③33歳 ④174cm ⑤デビル軍 ⑥【23勝4敗】⑦M・H ⑧4回目 ⑨現M・Hライト級王者、第5回MAXバウトライト級トーナメント優勝 🆚 ①マルコ・フレイザー  ②［疾風の如く］ ③29歳 ④170cm ⑤ユーリンジム ⑥【5勝0敗】⑦エンペラー ⑧1回目 ⑨現エンペラーライト級王者   ☆第二試合 ①ブルーワン ②［最恐ビッグウェーブ］ ③25歳&nb,2026-05-28T20:11:44
note-n4b5b6cc0c6ec.html,https://note.com/xyz1090/n/n4b5b6cc0c6ec,第６回 MAXバウトライト級トーナメント決勝結果｜アラカク通信のーと,第６回 MAXバウトライト級トーナメント決勝結果   ☆決勝 ●ブルーワン 🆚 ○コルト・アプロー （2R1分14秒KO  左フック→パウンド）    🏆コルト・アプロー【18勝10敗】 🥈ブルーワン【14勝5敗】,2026-05-28T20:11:44
note-n4e293a00d981.html,https://note.com/xyz1090/n/n4e293a00d981,マウンテン・ヒーローズNo.31対戦カード｜アラカク通信のーと,マウンテン・ヒーローズNo.31対戦カード  ☆ミドル級ワンマッチ 🟥ゼット 33歳 188cm RFチームクリスタル 【10勝5敗】 🆚 🟦クロノ・マリーケン 29歳 183cm チームパウルソン 【8勝6敗】  ☆ライト級ワンマッチ 🟥イスカン・アステ 32歳 172cm RFチームクリスタル 【2勝0敗】 🆚 🟦ダブド・ガブリシャン 26歳 175cm ブラックタワー 【2勝0敗】  ☆ライト級ワンマッチ 🟥 くわしお 30歳 172cm カイザーアスリート 【9勝6敗】 🆚 🟦ビクトル・ナッカー 27歳 170cm チーム・ボークン 【1勝1敗】 ,2026-05-28T20:11:44
note-n53ed5eeae007.html,https://note.com/xyz1090/n/n53ed5eeae007,訂正【ターゲット】｜アラカク通信のーと,かべい選手は第10代ターゲットミドル級王者ではなく、第9代ターゲットミドル級王者でした。,2026-05-28T20:11:44
note-n54e46a159620.html,https://note.com/xyz1090/n/n54e46a159620,ターゲットNo.98対戦カード｜アラカク通信のーと,ターゲットNo.98対戦カード  ☆ライト級ワンマッチ 🟥フラーム・グラン 37歳 175cm チームドータ 【18勝11敗】 🆚 🟦だいな 24歳 177cm ターゲットPJ 【4勝2敗】  ☆ライト級ワンマッチ 🟥ワインセル 32歳 165cm ワインセルジム 【9勝7敗】 🆚 🟦きょうない 26歳 167cm せみおかトレーニング 【2勝2敗】  ☆ミドル級ワンマッチ 🟥おとさわ 34歳 183cm ゴッサブジャパン 【21勝15敗】 🆚 🟦ザモン 27歳 181cm  エキサイトクラス 【メジャーデビュー戦】,2026-05-28T20:11:44
